iter	Logloss
419	0.3451160498
420	0.3449910932
421	0.3447039501
422	0.3445344033
423	0.3444508262
424	0.3443064225
425	0.3441087034
426	0.3440024624
427	0.3438716262
428	0.3437421905
429	0.3436377734
430	0.3435309239
431	0.3434040457
432	0.3432949045
433	0.3431053151
434	0.3429721636
435	0.3428137887
436	0.3426799708
437	0.3425865429
438	0.3424846827
439	0.3423707816
440	0.3421797426
441	0.3420083615
442	0.3418498193
443	0.3417413597
444	0.3415268207
445	0.3413739876
446	0.341186824
447	0.3411083034
448	0.3409601932
449	0.3407820155
450	0.3405638515
451	0.3403843247
452	0.3402682096
453	0.3400737367
454	0.3399815319
455	0.3398417671
456	0.3396712037
457	0.3395326081
458	0.3394254015
459	0.3393106153
460	0.3392006909
461	0.3390960836
462	0.3389859299
463	0.3387645571
464	0.3386429449
465	0.3384687428
466	0.3383228156
467	0.3381667365
468	0.3380343852
469	0.3379036068
470	0.337807288
471	0.3377184521
472	0.3375956455
473	0.3374430306
474	0.337367906
475	0.3372655145
476	0.3370036994
477	0.33687361
478	0.3367713972
479	0.336640808
480	0.3365538363
481	0.3363981202
482	0.3362437291
483	0.3360323524
484	0.3359005936
485	0.3356751328
486	0.335474543
487	0.3353911392
488	0.3352809824
489	0.3351367855
490	0.3349961432
491	0.3347083253
492	0.3346208974
493	0.3345063994
494	0.3343452064
495	0.3342042338
496	0.3340538272
497	0.3339124258
498	0.3337834582
499	0.3334989827
500	0.3333761437
501	0.3330949324
502	0.3329787034
503	0.3329243663
504	0.3328047903
505	0.3326122745
506	0.3324633389
507	0.3322945061
508	0.3321613956
509	0.332021851
510	0.331923089
511	0.3318044223
512	0.3316396404
513	0.3314589591
514	0.331377807
515	0.3313049455
516	0.3310121848
517	0.3309321802
518	0.3308353984
519	0.3307615763
520	0.3305283368
521	0.3303502739
522	0.3302524606
523	0.3301370657
524	0.3300074918
525	0.3299037461
526	0.3296805507
527	0.3295494285
528	0.3294515496
529	0.3293240558
530	0.3292217141
531	0.329146103
532	0.3289997607
533	0.3287310196
534	0.3284810558
535	0.3282892969
536	0.3281368681
537	0.3280386364
538	0.3279569938
539	0.3278552726
540	0.3277791303
541	0.3276324292
542	0.3274479537
543	0.3270990628
544	0.3269719012
545	0.3268716466
546	0.3267513016
547	0.3267008198
548	0.3265690301
549	0.326389409
550	0.32616158
551	0.326049115
552	0.3259233834
553	0.3257402398
554	0.3255053108
555	0.325419375
556	0.3252795626
557	0.3251150116
558	0.3250369031
559	0.3249025855
560	0.3247374564
561	0.3245751651
562	0.324458607
563	0.3241655883
564	0.3239908149
565	0.323908193
566	0.3237873417
567	0.3236940834
568	0.3235507265
569	0.3234746449
570	0.3233604342
571	0.3232534657
572	0.3231318944
573	0.322970872
574	0.3228988212
575	0.3227618213
576	0.3226757792
577	0.3225177347
578	0.3224455742
579	0.3223056876
580	0.3220654586
581	0.3218444529
582	0.3217799281
583	0.3217108027
584	0.3216141372
585	0.3215479976
586	0.3214354992
587	0.3212980254
588	0.3211651013
589	0.3209464458
590	0.3206416164
591	0.3205230151
592	0.3203937751
593	0.3202892727
594	0.3201134514
595	0.3200132777
596	0.3198447337
597	0.3196667414
598	0.3196068005
599	0.3194038604
600	0.3193145088
601	0.3192095986
602	0.3191463013
603	0.3190881306
604	0.3190245464
605	0.3189565969
606	0.3186595576
607	0.3185654126
608	0.3184766248
609	0.3183236443
610	0.3182400776
611	0.3181451391
612	0.3180583595
613	0.3179894183
614	0.3179213128
615	0.317816059
616	0.3176135192
617	0.3175225803
618	0.3173146032
619	0.31718038
620	0.3170721825
621	0.3169386427
622	0.316788807
623	0.3166018384
624	0.316474657
625	0.3163402097
626	0.3162132102
627	0.3160314184
628	0.315796924
629	0.3156573535
630	0.3155860548
631	0.3154388036
632	0.3153751763
633	0.315305118
634	0.315237986
635	0.3150260401
636	0.3149278776
637	0.3148433121
638	0.314758712
639	0.3146729009
640	0.3145451422
641	0.3143446437
642	0.3141750952
643	0.3140883039
644	0.3139626941
645	0.3138655676
646	0.3138182236
647	0.3136207379
648	0.3134515392
649	0.3133726141
650	0.313273979
651	0.3131277656
652	0.3129109446
653	0.312785708
654	0.3126850406
655	0.3125675932
656	0.3124385083
657	0.3122900419
658	0.31221225
659	0.3120363756
660	0.3119394963
661	0.3117853592
662	0.311549463
663	0.3113374245
664	0.3112331417
665	0.3111496969
666	0.3109997823
667	0.3108902035
668	0.3106672262
669	0.3105244456
670	0.3104411482
671	0.3103534243
672	0.3102485016
673	0.3101661078
674	0.3100699186
675	0.3099784572
676	0.3098929531
677	0.3098043442
678	0.3097000244
679	0.3096087713
680	0.3095027737
681	0.3093603829
682	0.3093072563
683	0.3091941381
684	0.3091381896
685	0.3089555072
686	0.3088303825
687	0.3087236423
688	0.3086768734
689	0.308531943
690	0.3084435364
691	0.3083607912
692	0.3082614888
693	0.308194891
694	0.3080714201
695	0.3079544238
696	0.3078234381
697	0.307744772
698	0.3076753567
699	0.3075853412
700	0.3075365541
701	0.3074600885
702	0.3074146876
703	0.3072730559
704	0.3070632572
705	0.3069451341
706	0.306868115
707	0.3067089549
708	0.3066403653
709	0.3065769328
710	0.3064691079
711	0.3063338044
712	0.3062540333
713	0.3061175173
714	0.3060148677
715	0.3059531911
716	0.3058638771
717	0.3057441976
718	0.3054915774
719	0.3053835778
720	0.3052991241
721	0.3051266432
722	0.3049773634
723	0.3048673277
724	0.3046992787
725	0.3045350121
726	0.3044273432
727	0.3042801547
728	0.304198932
729	0.3040913069
730	0.3039998569
731	0.3039390866
732	0.3038100248
733	0.3036933318
734	0.3035660063
735	0.3034954636
736	0.3033929725
737	0.3032263094
738	0.3031610808
739	0.3031095193
740	0.3030145815
741	0.3029406324
742	0.3028927929
743	0.3028039534
744	0.3026775984
745	0.3025133366
746	0.3024465201
747	0.3023549049
748	0.3022738394
749	0.3021993832
750	0.3021092868
751	0.3020072935
752	0.3019171573
753	0.3018279702
754	0.3017265524
755	0.3016521587
756	0.3016131218
757	0.3014921412
758	0.3013530363
759	0.3012413671
760	0.3010886394
761	0.3010074875
762	0.3009037159
763	0.3008005319
764	0.3006952777
765	0.3005937999
766	0.3004112804
767	0.3003431619
768	0.3002730857
769	0.3002029958
770	0.3000816896
771	0.2998899986
772	0.2997828595
773	0.2997204263
774	0.2996700675
775	0.2995597759
776	0.2994967924
777	0.2993210065
778	0.2992481695
779	0.2991967716
780	0.299114512
781	0.298932175
782	0.2987338004
783	0.2986170636
784	0.2985460055
785	0.2984581001
786	0.2983069242
787	0.2982284839
788	0.2981605058
789	0.297936662
790	0.2978439263
791	0.2976775762
792	0.2976207612
793	0.2975618671
794	0.2974369458
795	0.2973095864
796	0.2972154153
797	0.2971388762
798	0.2970622096
799	0.2969113682
800	0.2968649751
801	0.2968054884
802	0.2967406368
803	0.2966456996
804	0.2965293544
805	0.2963231456
806	0.2962180439
807	0.2961277547
808	0.2959722444
809	0.2959141277
810	0.2957825498
811	0.2956573703
812	0.2956080712
813	0.2955378221
814	0.2954542722
815	0.2953507257
816	0.2952787819
817	0.2952023174
818	0.2951155811
819	0.2950652065
820	0.2949183339
821	0.294825144
822	0.2947515255
823	0.2946665583
824	0.2945538461
825	0.294426029
826	0.2943696078
827	0.2942186661
828	0.2940706841
829	0.2939903555
830	0.29389726
831	0.2937455064
832	0.2935543942
833	0.2934938727
834	0.2934313428
835	0.2933706301
836	0.2932536996
837	0.2931899808
838	0.2931318577
839	0.2929899763
840	0.2928954712
841	0.2927994469
842	0.2926545979
843	0.2924639319
844	0.2923943527
845	0.2923274273
846	0.2922224066
847	0.2921640464
848	0.2921135485
849	0.2920635712
850	0.2919297861
851	0.2918737303
852	0.2917313335
853	0.2916524157
854	0.291549583
855	0.2914688632
856	0.291401208
857	0.2913607975
858	0.2912985201
859	0.2912638746
860	0.2912004102
861	0.2910992078
862	0.2910441878
863	0.2909659097
864	0.2908738448
865	0.2907872971
866	0.2906292141
867	0.290571213
868	0.2905348826
869	0.2904316568
870	0.2903824124
871	0.2903040704
872	0.2902062811
873	0.2901041468
874	0.2900471648
875	0.2899804388
876	0.2898983097
877	0.2897273499
878	0.2896135685
879	0.2895465717
880	0.2895016597
881	0.2894057462
882	0.2893208305
883	0.2892680977
884	0.2892197954
885	0.289167863
886	0.2891039798
887	0.2890129228
888	0.2889347684
889	0.2887905258
890	0.2886973567
891	0.2886447749
892	0.2886085749
893	0.2885460823
894	0.2884454691
895	0.288365415
896	0.2882408207
897	0.2881279501
898	0.2880575926
899	0.2879788519
900	0.287892979
901	0.2878071126
902	0.2877493607
903	0.2876744991
904	0.2875262368
905	0.2874529785
906	0.2873655731
907	0.2872635825
908	0.2871294385
909	0.2870170441
910	0.2868935278
911	0.2867542287
912	0.2866803136
913	0.2866408739
914	0.2865159316
915	0.286459833
916	0.2863253972
917	0.286242102
918	0.2861584447
919	0.2860181778
920	0.2859249685
921	0.2858904064
922	0.2858333951
923	0.2857862969
924	0.2857406277
925	0.2855813867
926	0.2855297502
927	0.2854353113
928	0.2853567035
929	0.2851251616
930	0.2850851376
931	0.2849994063
932	0.2849771496
933	0.2848455497
934	0.2847725603
935	0.2847081473
936	0.284586908
937	0.284511241
938	0.284429368
939	0.2843738634
940	0.2843184252
941	0.2842686091
942	0.2841144589
943	0.2839673526
944	0.2839195271
945	0.2838636992
946	0.2837491453
947	0.2836658493
948	0.2836073173
949	0.2835382269
950	0.2834791007
951	0.2833751905
952	0.2833003152
953	0.2832514479
954	0.2831344987
955	0.2830722367
956	0.2830275733
957	0.2829616777
958	0.2828729834
959	0.2828170709
960	0.2827703817
961	0.2826848835
962	0.2825610009
963	0.2824948873
964	0.2823576587
965	0.2822576231
966	0.2821795833
967	0.282116238
968	0.2819916842
969	0.2818645915
970	0.2818093643
971	0.2817213814
972	0.2816695592
973	0.2816052049
974	0.2815334653
975	0.2815027011
976	0.2812990829
977	0.2812079093
978	0.2810953279
979	0.2810408828
980	0.2809707632
981	0.2809414501
982	0.2808816433
983	0.2808523422
984	0.2808265689
985	0.2807898439
986	0.2806954452
987	0.2806036241
988	0.2805409642
989	0.2804715426
990	0.2804413517
991	0.2803753512
992	0.28031939
993	0.2802589773
994	0.2801629277
995	0.2800614184
996	0.2799901108
997	0.2799132843
998	0.2797936379
999	0.2797361551
